bytes,builtin,builtin unrolled,builtin errata,builtin manual,builtin movdq,builtin movdq unrolled,builtin movdq manual,SSSE3
3625984, 1653411, 811140, 734613, 470167, 829201, 785480, 618859, 926533
3627008, 1647421, 811376, 735080, 491513, 829647, 785835, 619028, 926787
3628032, 1654405, 811601, 735284, 470211, 829580, 786175, 619054, 926929
3629056, 1653411, 811826, 735405, 474711, 829966, 786272, 619247, 927224
3630080, 1654002, 812062, 735725, 472544, 829727, 786610, 619560, 927582
3631104, 1654354, 812287, 735710, 475920, 830372, 786710, 619717, 927831
3632128, 1655052, 812512, 736139, 472760, 830590, 786914, 619891, 927987
3633152, 1656823, 812748, 736079, 476287, 830824, 787150, 620128, 928292
3634176, 1657512, 812973, 736413, 476417, 831040, 787437, 620308, 928617
3635200, 1651344, 813198, 736662, 476559, 831448, 787703, 620296, 928883
3636224, 1652347, 813434, 736970, 476686, 831575, 787916, 620399, 929135
3637248, 1658759, 813659, 737191, 491132, 831953, 788153, 620710, 929410
3638272, 1652642, 813895, 737153, 478348, 831989, 788395, 621012, 929551
3639296, 1659833, 814120, 737608, 477112, 832385, 788614, 621130, 929903
3640320, 1659513, 814345, 737783, 482791, 832639, 788596, 621186, 930110
3641344, 1659155, 814581, 738013, 480101, 832580, 789001, 621547, 930403
3642368, 1655309, 814806, 738214, 472904, 832890, 789282, 621499, 930506
3643392, 1661358, 815031, 738418, 478218, 833467, 789421, 621706, 930790
3644416, 1661852, 815267, 738625, 480769, 833252, 789515, 621872, 931050
3645440, 1662390, 815492, 738862, 478558, 833709, 789723, 622138, 931452
3646464, 1661349, 815728, 738735, 478052, 833917, 790004, 622333, 931712
3647488, 1656805, 815953, 738962, 478176, 834114, 790178, 622558, 931990
3648512, 1663599, 816178, 739512, 476103, 834434, 790518, 622768, 932212
3649536, 1663726, 816414, 739405, 463607, 834812, 790778, 622838, 932564
3650560, 1664767, 816639, 739568, 478570, 834922, 790742, 622992, 932818
3651584, 1665533, 816864, 740130, 478708, 835132, 791132, 623300, 933076
3652608, 1662422, 817100, 739976, 482667, 835469, 791266, 623223, 933268
3653632, 1665143, 817325, 740544, 478989, 835773, 791638, 623477, 933593
3654656, 1660882, 817550, 740393, 479099, 835584, 791857, 623779, 933699
3655680, 1665837, 817786, 740964, 490890, 836045, 791937, 623992, 934125
3656704, 1667431, 818011, 741162, 483217, 836569, 792200, 623989, 934323
3657728, 1668005, 818247, 741342, 479504, 836566, 792534, 624178, 934669
3658752, 1667212, 818472, 741576, 479634, 836636, 792815, 624483, 934920
3659776, 1668741, 818697, 741777, 479776, 837171, 792980, 624477, 935086
3660800, 1668238, 818933, 741981, 479882, 837346, 793244, 624802, 935396
3661824, 1668353, 819158, 742223, 480057, 837562, 793309, 624908, 935710
3662848, 1668800, 819383, 742427, 480193, 837890, 793522, 625065, 935766
3663872, 1670423, 819619, 742634, 475601, 837937, 793791, 625399, 936209
3664896, 1669858, 819844, 742838, 480462, 838097, 794139, 625562, 936419
3665920, 1670314, 820080, 742873, 480624, 838032, 794202, 625588, 936771
3666944, 1670674, 820305, 743258, 485863, 838609, 794530, 625860, 937022
3667968, 1672294, 820530, 743468, 474897, 838833, 794748, 625828, 937194
3668992, 1673102, 820766, 743364, 484843, 838951, 794947, 626091, 937525
3670016, 1673069, 820991, 743882, 481151, 839100, 795245, 626333, 937785
3671040, 1673447, 821216, 743837, 492420, 839679, 795488, 626374, 938066
3672064, 1674237, 821452, 744281, 476896, 839457, 795692, 626786, 938282
3673088, 1668572, 821677, 744079, 497432, 839614, 795920, 626789, 938592
3674112, 1675825, 821902, 744704, 481659, 840332, 796073, 627135, 938767
3675136, 1676286, 822138, 744917, 481673, 840246, 796173, 627321, 939125
3676160, 1676717, 822363, 745115, 487788, 840572, 796540, 627487, 939379
3677184, 1671094, 822599, 745325, 482327, 840433, 796798, 627486, 939512
3678208, 1676348, 822824, 745552, 482200, 841379, 796860, 627749, 939722
3679232, 1677811, 823049, 745742, 480591, 841248, 797214, 627859, 940174
3680256, 1678216, 823285, 745960, 483480, 841701, 797374, 628004, 940419
3681280, 1678598, 823510, 746167, 484207, 842254, 797510, 628335, 940641
3682304, 1678970, 823735, 746380, 484136, 842186, 797879, 628397, 940848
3683328, 1674473, 823971, 746489, 482862, 842186, 797932, 628714, 941149
3684352, 1680451, 824196, 746643, 477860, 842369, 798290, 628888, 941478
3685376, 1680945, 824432, 746960, 483120, 842967, 798308, 629003, 941726
3686400, 1681427, 824657, 747164, 483276, 842946, 798799, 629234, 942019
3687424, 1674894, 824882, 747388, 483421, 843203, 798882, 629225, 942235
3688448, 1682181, 825118, 747575, 483557, 843478, 799000, 629577, 942507
3689472, 1681232, 825343, 747770, 483690, 843951, 799435, 629751, 942791
3690496, 1682403, 825568, 747950, 482179, 843839, 799462, 629926, 942959
3691520, 1677427, 825804, 748213, 484287, 844329, 799917, 629834, 943157
3692544, 1683869, 826029, 748411, 482073, 844205, 799908, 630268, 943571
3693568, 1683869, 826254, 748618, 485378, 844530, 800141, 630206, 943823
3694592, 1684768, 826490, 748804, 488252, 844903, 800514, 630457, 944047
3695616, 1685143, 826715, 749032, 500888, 845314, 800745, 630543, 944352
3696640, 1679280, 826951, 749215, 491941, 845610, 801014, 630813, 944544
3697664, 1686143, 827176, 749256, 477860, 845663, 801203, 630715, 944807
3698688, 1686583, 827401, 749665, 484876, 845681, 801466, 631289, 944981
3699712, 1680529, 827637, 749863, 485411, 846130, 801685, 631436, 945224
3700736, 1686323, 827862, 750043, 480715, 846209, 801885, 631480, 945634
3701760, 1687444, 828087, 750049, 501329, 846464, 802114, 631723, 945880
3702784, 1688396, 828323, 750493, 502047, 846207, 802217, 631832, 946176
3703808, 1688266, 828548, 750682, 487161, 847195, 802569, 632075, 946453
3704832, 1689241, 828784, 750889, 486738, 847076, 802785, 632110, 946655
3705856, 1683987, 829009, 751028, 497938, 847236, 802802, 632361, 946876
3706880, 1690081, 829234, 751276, 497007, 847398, 803234, 632628, 947246
3707904, 1690879, 829470, 751510, 490239, 847638, 803441, 632725, 947488
3708928, 1685262, 829695, 751512, 486194, 847948, 803672, 632675, 947743
3709952, 1685052, 829920, 751918, 488305, 848344, 803666, 633142, 947929
3710976, 1690986, 830156, 752059, 488205, 849009, 804127, 633243, 948169
3712000, 1685950, 830381, 752367, 481949, 849039, 804360, 633458, 948449
3713024, 1692050, 830606, 752470, 486774, 849066, 804502, 633784, 948765
3714048, 1687943, 830842, 752775, 486907, 849341, 804801, 633769, 948958
3715072, 1692940, 831067, 752997, 487058, 849128, 804963, 634136, 949345
3716096, 1694654, 831303, 753201, 477963, 849822, 805212, 634271, 949593
3717120, 1688576, 831528, 753414, 487324, 850089, 805472, 634272, 949857
3718144, 1695530, 831753, 753570, 480751, 850355, 805478, 634464, 949942
3719168, 1695065, 831989, 753866, 489195, 850665, 805836, 634632, 950327
3720192, 1690578, 832214, 753951, 496675, 850449, 806146, 634839, 950516
3721216, 1696902, 832439, 754268, 481966, 850949, 806119, 634961, 950835
3722240, 1690492, 832675, 754347, 488713, 850630, 806504, 635156, 951166
3723264, 1697641, 832900, 754611, 486203, 851443, 806601, 635362, 951430
3724288, 1698333, 833136, 754845, 484973, 851644, 806973, 635646, 951675
3725312, 1698732, 833361, 754924, 495705, 852111, 807175, 635874, 951858
3726336, 1692363, 833586, 755262, 488471, 852217, 807367, 636034, 952201
3727360, 1699016, 833822, 755380, 490144, 852351, 807417, 636193, 952411
3728384, 1693575, 834047, 755717, 488707, 852649, 807920, 636202, 952739
3729408, 1694010, 834272, 755915, 488494, 852933, 808086, 636575, 952816
3730432, 1700104, 834508, 756027, 491185, 853264, 808328, 636528, 953221
3731456, 1700748, 834733, 756350, 489166, 853332, 808591, 636720, 953490
3732480, 1700875, 834958, 756542, 488970, 853568, 808807, 636891, 953789
3733504, 1700976, 835194, 756746, 498135, 854044, 808872, 637142, 953904
3734528, 1696343, 835419, 756953, 485552, 853912, 809088, 637234, 954247
3735552, 1703495, 835655, 757156, 489574, 854373, 809286, 637565, 954522
3736576, 1703971, 835880, 757349, 489804, 854704, 809584, 637799, 954836
3737600, 1698451, 836105, 757579, 489991, 854718, 809910, 637760, 955072
3738624, 1703356, 836341, 757772, 490029, 854893, 810093, 637943, 955214
3739648, 1703776, 836566, 757976, 489828, 854890, 810335, 638301, 955565
3740672, 1704568, 836791, 758200, 497145, 855496, 810542, 638366, 955672
3741696, 1706067, 837027, 758218, 491732, 855644, 810729, 638455, 955967
3742720, 1705171, 837252, 758614, 490665, 855756, 811024, 638842, 956394
3743744, 1705836, 837488, 758652, 490777, 856159, 811116, 638996, 956683
3744768, 1707421, 837713, 759025, 490931, 856339, 811521, 639091, 956849
3745792, 1707835, 837938, 759235, 490951, 856829, 811681, 639203, 957192
3746816, 1702005, 838174, 759388, 501580, 856844, 811882, 639564, 957295
3747840, 1707504, 838399, 759474, 491321, 857140, 812027, 639596, 957686
3748864, 1703743, 838624, 759856, 484822, 857279, 812225, 639886, 957966
3749888, 1710351, 838860, 760060, 491587, 857456, 812523, 640087, 958218
3750912, 1710590, 839085, 759941, 491737, 857912, 812488, 639972, 958472
3751936, 1710247, 839310, 760486, 485245, 858104, 812913, 640300, 958741
3752960, 1709845, 839546, 760690, 504152, 858276, 813162, 640418, 959004
3753984, 1710764, 839771, 760888, 492131, 858580, 813381, 640731, 959143
3755008, 1706430, 840007, 761089, 492258, 858846, 813668, 640876, 959320
3756032, 1712935, 840232, 761340, 499773, 858083, 813643, 640962, 959640
3757056, 1711900, 840457, 761538, 492107, 859192, 814126, 641178, 959855
3758080, 1712181, 840693, 761739, 492666, 859494, 814232, 641361, 960311
3759104, 1714105, 840918, 761949, 487498, 859709, 814285, 641503, 960509
3760128, 1714602, 841143, 762168, 487241, 859798, 814800, 641660, 960757
3761152, 1711731, 841379, 762366, 507634, 860313, 814906, 641798, 961097
3762176, 1708905, 841604, 762564, 486546, 860375, 815243, 641932, 961339
3763200, 1715791, 841840, 762777, 493269, 860762, 815453, 642109, 961609
3764224, 1716015, 842065, 762227, 500294, 861244, 815574, 642488, 961701
3765248, 1715614, 842290, 763215, 495102, 861036, 815906, 642620, 962153
3766272, 1714029, 842526, 763419, 510325, 861167, 815979, 642754, 962407
3767296, 1712030, 842751, 763640, 508061, 860918, 816269, 642943, 962673
3768320, 1718440, 842976, 763862, 489769, 861826, 816580, 642978, 962706
3769344, 1717316, 843212, 764066, 510302, 862335, 816588, 643316, 962966
3770368, 1719315, 843437, 763885, 511029, 862356, 816775, 643523, 963433
3771392, 1719746, 843662, 764486, 489278, 862361, 817153, 643478, 963527
3772416, 1719294, 843898, 764639, 499197, 862624, 817467, 643682, 963811
3773440, 1720273, 844123, 764822, 511239, 863151, 817683, 644084, 964192
3774464, 1721535, 844359, 765107, 494804, 863290, 817700, 644167, 964459
3775488, 1715019, 844584, 765320, 494943, 862938, 817860, 644445, 964778
3776512, 1720823, 844809, 765524, 495085, 863736, 818265, 644380, 965036
3777536, 1716787, 845045, 765447, 488701, 863913, 818356, 644794, 965091
3778560, 1716258, 845270, 765938, 495338, 864298, 818806, 644924, 965529
3779584, 1723579, 845495, 766040, 491480, 864428, 819010, 645027, 965822
3780608, 1722697, 845731, 766058, 495611, 864667, 819181, 645291, 966011
3781632, 1723167, 845956, 766570, 495741, 864895, 819412, 645465, 966334
3782656, 1724870, 846192, 766768, 511075, 864975, 819660, 645634, 966617
3783680, 1725432, 846417, 766978, 510269, 865268, 819817, 645748, 966765
3784704, 1725092, 846642, 767197, 504591, 865315, 820113, 645834, 967066
3785728, 1725834, 846878, 767386, 496799, 865915, 820329, 646009, 967394
3786752, 1726771, 847103, 767590, 481955, 866193, 820500, 646319, 967605
3787776, 1720622, 847328, 767773, 496580, 866178, 820766, 646523, 967912
3788800, 1726251, 847564, 768004, 496720, 866539, 821014, 646408, 968137
3789824, 1722239, 847789, 767871, 490841, 866504, 821239, 646840, 968436
3790848, 1728317, 848014, 768427, 496986, 867056, 821186, 647041, 968613
3791872, 1727644, 848250, 768622, 497110, 867201, 821457, 647257, 968707
3792896, 1728037, 848475, 768829, 497118, 867541, 821896, 647260, 969030
3793920, 1730047, 848711, 769033, 497376, 867568, 822034, 647339, 969379
3794944, 1723782, 848936, 769243, 497500, 867544, 822345, 647750, 969707
3795968, 1725216, 849161, 769447, 497585, 867559, 822561, 647949, 970005
3796992, 1729470, 849397, 769666, 497766, 868446, 822717, 648147, 970200
3798016, 1732143, 849622, 769479, 497905, 868726, 822957, 648309, 970514
3799040, 1732463, 849847, 770074, 491007, 868617, 823134, 648140, 970780
3800064, 1726757, 850083, 770041, 490818, 869014, 823439, 648655, 970922
3801088, 1733734, 850308, 770494, 503217, 869324, 823667, 648702, 971286
3802112, 1733755, 850544, 770721, 498517, 869484, 823705, 648962, 971575
3803136, 1728243, 850769, 770579, 493189, 869889, 823873, 648818, 971809
3804160, 1728007, 850994, 771120, 502768, 870297, 824275, 649199, 972063
3805184, 1735401, 851230, 771244, 498828, 870548, 824438, 649542, 972306
3806208, 1729545, 851455, 771514, 492932, 870568, 824725, 649607, 972613
3807232, 1729929, 851680, 771709, 503144, 870849, 824929, 649776, 972755
3808256, 1736540, 851916, 771880, 499227, 870965, 825228, 650018, 973128
3809280, 1737240, 852141, 772155, 503439, 871518, 825337, 650027, 973346
3810304, 1736815, 852366, 772365, 500030, 871435, 825452, 650258, 973571
3811328, 1736445, 852602, 772560, 501113, 871678, 825857, 650361, 973849
3812352, 1736912, 852827, 772752, 499786, 871751, 825951, 650491, 974020
3813376, 1737382, 853063, 772974, 491841, 872079, 826324, 650665, 974449
3814400, 1733344, 853288, 773181, 500090, 872535, 826351, 651103, 974721
3815424, 1738615, 853513, 773134, 499176, 872354, 826765, 651177, 974981
3816448, 1734520, 853749, 773577, 500327, 872611, 826768, 651162, 975176
3817472, 1740492, 853974, 773802, 495847, 873250, 826954, 651446, 975366
3818496, 1741057, 854199, 773911, 498153, 873055, 827374, 651792, 975753
3819520, 1740150, 854435, 774239, 500592, 873673, 827560, 651878, 976016
3820544, 1740714, 854660, 774420, 502038, 873895, 827871, 651898, 976128
3821568, 1742695, 854896, 774600, 497784, 874128, 827947, 652244, 976545
3822592, 1743195, 855121, 774837, 501122, 874247, 828237, 652407, 976761
3823616, 1742107, 855346, 775050, 505275, 874400, 828530, 652416, 977036
3824640, 1742763, 855582, 775239, 502570, 874486, 828645, 652596, 977252
3825664, 1743157, 855807, 775478, 518343, 874802, 828991, 652939, 977598
3826688, 1741832, 856032, 775679, 497630, 875128, 829103, 653181, 977713
3827712, 1744159, 856268, 775886, 501790, 875665, 829358, 653365, 978094
3828736, 1746095, 856493, 776084, 501920, 875370, 829547, 653531, 978378
3829760, 1746338, 856718, 776303, 502056, 875831, 829745, 653714, 978633
3830784, 1745563, 856954, 776498, 489071, 876408, 830079, 653823, 978899
3831808, 1741279, 857179, 776702, 495436, 876009, 830167, 653746, 978993
3832832, 1747775, 857415, 776900, 487090, 876688, 830514, 653888, 979428
3833856, 1746693, 857640, 777125, 506621, 877002, 830676, 654172, 979679
3834880, 1741814, 857865, 777326, 510083, 877194, 830865, 654541, 979934
3835904, 1749232, 858101, 777533, 504581, 877144, 831182, 654556, 980037
3836928, 1742730, 858326, 777672, 507017, 877229, 831410, 654648, 980356
3837952, 1748439, 858551, 777932, 503111, 877995, 831605, 654947, 980593
3838976, 1743715, 858787, 778065, 503307, 877256, 831779, 655266, 980906
3840000, 1743943, 859012, 778334, 502741, 878135, 832060, 655180, 981234
3841024, 1749986, 859248, 778417, 503543, 878735, 832095, 655532, 981515
3842048, 1751946, 859473, 778769, 507706, 879081, 832507, 655718, 981698
3843072, 1746429, 859698, 778884, 498665, 879071, 832737, 655712, 982047
3844096, 1746142, 859934, 779171, 503934, 879077, 832787, 655878, 982260
3845120, 1751896, 860159, 779357, 504067, 879086, 833169, 656238, 982511
3846144, 1752558, 860384, 779588, 504200, 879704, 833394, 656428, 982665
3847168, 1747304, 860620, 779801, 500196, 879713, 833621, 656640, 983079
3848192, 1748715, 860845, 780005, 504466, 880154, 833834, 656771, 983354
3849216, 1748582, 861070, 780212, 503510, 880050, 834053, 656750, 983600
3850240, 1754163, 861306, 780442, 504747, 880748, 834295, 657194, 983869
3851264, 1754619, 861531, 780626, 504868, 880816, 834387, 657371, 984058
3852288, 1750618, 861767, 780824, 505007, 880662, 834730, 657531, 984404
3853312, 1755822, 861992, 781025, 504359, 881138, 834943, 657628, 984545
3854336, 1756286, 862217, 781235, 505273, 881442, 835102, 657835, 984871
3855360, 1751118, 862453, 781459, 505403, 881886, 835386, 657965, 985149
3856384, 1758604, 862678, 781672, 502863, 882253, 835427, 658202, 985359
3857408, 1755459, 862903, 781885, 518836, 882250, 835829, 658403, 985713
3858432, 1759453, 863139, 782098, 511508, 882563, 835998, 658349, 985971
3859456, 1759932, 863364, 782314, 506884, 882297, 836252, 658648, 986142
3860480, 1758834, 863600, 782376, 508489, 882675, 836267, 658799, 986491
3861504, 1753948, 863825, 782325, 507969, 882805, 836719, 659015, 986674
3862528, 1760298, 864050, 782961, 519910, 883494, 836873, 659032, 987020
3863552, 1755594, 864286, 783183, 504551, 883678, 837163, 659461, 987251
3864576, 1762474, 864511, 783390, 499389, 883835, 837213, 659624, 987440
3865600, 1763042, 864736, 783594, 506772, 883962, 837609, 659790, 987653
3866624, 1762826, 864972, 783812, 506920, 884278, 837583, 659807, 988055
3867648, 1756845, 865197, 784026, 523845, 884701, 838097, 660029, 988262
3868672, 1764121, 865422, 784227, 507153, 885064, 838295, 660203, 988321
3869696, 1764600, 865658, 784448, 499794, 885008, 838529, 660236, 988726
3870720, 1764857, 865883, 784664, 508116, 885197, 838745, 660543, 988989
3871744, 1764292, 866119, 784859, 507567, 885579, 838943, 660815, 989329
3872768, 1765993, 866344, 784942, 508495, 885863, 839087, 660907, 989610
3873792, 1760440, 866569, 785276, 520553, 886061, 839389, 661158, 989873
3874816, 1765723, 866805, 785504, 512307, 886008, 839475, 661365, 990142
3875840, 1764112, 867030, 785480, 507922, 886442, 839829, 661533, 990393
3876864, 1768077, 867255, 785492, 508235, 886897, 840054, 661694, 990470
3877888, 1761505, 867491, 786110, 508354, 887016, 840007, 661930, 990908
3878912, 1767654, 867716, 786323, 508490, 887083, 840492, 662054, 991177
3879936, 1769378, 867952, 786521, 503499, 887459, 840761, 662134, 991393
3880960, 1769721, 868177, 786728, 508773, 887326, 840879, 662412, 991656
3881984, 1770599, 868402, 786935, 508889, 887846, 841140, 662503, 991904
3883008, 1770208, 868638, 787050, 509604, 887926, 841403, 662542, 992126
3884032, 1771116, 868863, 787337, 506266, 888216, 841470, 662938, 992309
3885056, 1770008, 869088, 787396, 509326, 888452, 841817, 663056, 992696
3886080, 1770907, 869324, 787748, 509459, 888792, 841985, 663178, 993007
3887104, 1772325, 869549, 787961, 524218, 888837, 842275, 663027, 993232
3888128, 1769535, 869774, 787925, 509752, 889236, 842423, 663518, 993501
3889152, 1767169, 870010, 788378, 503670, 889662, 842703, 663825, 993790
3890176, 1766726, 870235, 788608, 510000, 889736, 842712, 664035, 994086
3891200, 1774836, 870471, 788788, 510159, 889848, 843090, 664188, 994320
3892224, 1767876, 870696, 789028, 507064, 890111, 843378, 664313, 994583
3893248, 1775382, 870921, 789235, 498585, 890427, 843478, 664463, 994852
3894272, 1768659, 871157, 789436, 514798, 890723, 843851, 664602, 995089
3895296, 1776290, 871382, 789566, 511664, 890483, 844063, 664724, 995390
3896320, 1769792, 871607, 789648, 501133, 891170, 844306, 665017, 995537
3897344, 1776536, 871843, 789932, 525593, 891510, 844519, 665173, 995872
3898368, 1770578, 872068, 790258, 514121, 890977, 844670, 665448, 996064
3899392, 1777561, 872304, 790468, 511192, 891755, 844909, 665457, 996383
3900416, 1777287, 872529, 790672, 511313, 891959, 845069, 665815, 996566
3901440, 1772024, 872754, 790885, 511452, 892231, 845320, 665986, 998542
3902464, 1779906, 872990, 791089, 511582, 892636, 845429, 665596, 997131
3903488, 1778647, 873215, 791325, 506458, 893080, 845855, 666081, 997424
3904512, 1773505, 873440, 791340, 513929, 892804, 846071, 666447, 997643
3905536, 1780979, 873676, 791724, 525137, 893233, 846266, 666421, 997989
3906560, 1779982, 873901, 791914, 512117, 893671, 846449, 666843, 998219
3907584, 1782274, 874126, 792129, 526900, 892985, 846722, 666704, 998506
3908608, 1776317, 874362, 792342, 512330, 893721, 846890, 666962, 998784
3909632, 1783244, 874587, 792546, 512454, 894120, 847121, 667337, 998952
3910656, 1782614, 874823, 792750, 512676, 894224, 847132, 667565, 999233
3911680, 1783927, 875048, 792960, 512827, 894718, 847573, 667562, 999550
3912704, 1778209, 875273, 793164, 508640, 894892, 847659, 667704, 999813
3913728, 1785106, 875509, 793300, 508040, 894759, 848022, 668002, 1000041
3914752, 1785497, 875734, 793510, 513217, 895081, 848244, 668245, 1000253
3915776, 1785801, 875959, 793767, 513365, 895412, 848466, 668464, 1000387
3916800, 1786230, 876195, 793968, 514278, 895927, 848682, 668292, 1000750
3917824, 1780509, 876420, 794030, 513607, 895563, 848906, 668727, 1001045
3918848, 1785411, 876656, 794237, 513734, 896332, 849190, 668857, 1001339
3919872, 1785695, 876881, 794586, 520401, 896548, 849332, 668987, 1001667
3920896, 1787989, 877106, 794775, 518169, 896876, 849465, 668984, 1001847
3921920, 1788113, 877342, 794985, 531722, 897148, 849870, 669508, 1002181
3922944, 1789228, 877567, 794624, 513959, 897367, 849953, 669673, 1002346
3923968, 1789727, 877792, 795382, 514420, 897337, 850175, 669608, 1002699
3924992, 1789884, 878028, 795600, 514530, 897786, 850399, 669738, 1002962
3926016, 1784107, 878253, 795804, 531204, 897881, 850654, 669809, 1003118
3927040, 1784465, 878478, 796011, 515526, 898224, 850825, 670155, 1003490
3928064, 1789103, 878714, 796224, 516475, 898256, 851153, 670285, 1003585
3929088, 1791421, 878939, 796395, 511469, 898224, 851402, 670468, 1004017
3930112, 1792134, 879175, 796590, 518211, 898986, 851396, 670702, 1004280
3931136, 1792648, 879400, 796845, 530104, 898782, 851706, 670794, 1004529
3932160, 1791540, 879625, 797052, 515085, 899294, 852064, 670926, 1004768
3933184, 1792918, 879861, 797256, 515624, 899601, 852256, 671390, 1004943
3934208, 1794251, 880086, 797445, 515738, 899406, 852466, 671571, 1005262
3935232, 1791079, 880311, 797652, 515893, 900196, 852679, 671769, 1005605
3936256, 1795342, 880547, 797871, 516058, 899838, 852862, 671784, 1005874
3937280, 1795422, 880772, 798072, 517610, 900367, 853158, 671843, 1006072
3938304, 1795930, 881008, 798264, 519677, 900923, 853353, 672103, 1006391
3939328, 1796365, 881233, 798477, 526110, 900562, 853580, 672349, 1006486
3940352, 1796752, 881458, 798684, 523672, 901038, 853841, 672316, 1006693
3941376, 1791078, 881694, 798882, 525072, 901438, 853794, 672676, 1007148
3942400, 1797802, 881919, 799000, 513663, 901772, 854243, 672771, 1007310
3943424, 1798325, 882144, 799317, 516957, 901621, 854491, 672833, 1007488
3944448, 1798704, 882380, 799544, 526169, 901772, 854704, 673256, 1007985
3945472, 1799209, 882605, 799748, 517166, 902582, 854893, 673425, 1008168
3946496, 1798434, 882830, 799760, 517341, 902576, 855109, 673694, 1008369
3947520, 1799440, 883066, 800142, 517492, 902780, 855331, 673546, 1008715
3948544, 1799886, 883291, 800147, 516466, 903244, 855576, 673874, 1008902
3949568, 1801423, 883527, 800585, 512679, 903374, 855842, 674155, 1009253
3950592, 1801838, 883752, 800795, 517897, 903672, 855945, 674395, 1009386
3951616, 1801997, 883977, 800996, 520706, 903871, 856176, 674424, 1009714
3952640, 1800862, 884213, 801209, 518163, 903939, 856475, 674743, 1010025
3953664, 1803106, 884438, 801410, 517250, 903794, 856691, 674542, 1010279
3954688, 1803647, 884663, 801620, 519875, 904521, 856918, 674989, 1010584
3955712, 1797586, 884899, 801812, 521282, 904477, 857167, 675098, 1010847
3956736, 1804339, 885124, 802016, 521123, 904805, 857335, 675089, 1011047
3957760, 1801356, 885360, 801883, 518852, 904873, 857581, 675636, 1011364
3958784, 1804587, 885585, 802433, 518988, 905529, 857578, 675447, 1011438
3959808, 1805477, 885810, 802640, 520162, 905547, 858036, 675628, 1011772
3960832, 1805758, 886046, 802859, 523229, 905804, 858272, 676050, 1012080
3961856, 1803047, 886271, 803063, 519414, 906177, 858373, 675973, 1012387
3962880, 1807103, 886496, 803284, 528136, 906331, 858367, 676275, 1012553
3963904, 1807635, 886732, 803482, 517199, 906733, 858905, 676541, 1012887
3964928, 1807505, 886957, 803710, 519795, 906842, 859097, 676547, 1013203
3965952, 1807204, 887182, 803911, 519928, 907031, 859343, 676760, 1013404
3966976, 1809318, 887418, 804088, 520041, 907318, 859556, 677103, 1013727
3968000, 1802284, 887643, 804050, 511011, 907070, 859772, 677334, 1013856
3969024, 1808312, 887879, 804369, 520307, 907948, 859975, 677466, 1014194
3970048, 1809764, 888104, 804763, 520265, 907903, 860227, 677768, 1014220
3971072, 1807372, 888329, 804961, 520573, 908368, 860241, 677756, 1014702
3972096, 1811236, 888565, 805078, 535669, 908320, 860469, 677975, 1014912
3973120, 1810183, 888790, 805366, 520854, 908738, 860892, 677951, 1015308
3974144, 1812280, 889015, 805596, 520975, 908832, 861117, 678150, 1015459
3975168, 1812762, 889251, 805803, 521451, 909204, 861335, 678483, 1015746
3976192, 1813217, 889476, 806010, 521929, 909216, 861598, 678607, 1015911
3977216, 1812498, 889712, 806163, 521380, 909973, 861551, 678856, 1016364
3978240, 1814246, 889937, 806442, 521510, 909878, 862013, 678998, 1016559
3979264, 1814616, 890162, 806640, 524567, 909967, 862279, 679217, 1016683
3980288, 1815109, 890398, 806850, 511999, 910511, 862521, 679492, 1017147
3981312, 1815260, 890623, 807069, 521933, 910736, 862740, 679568, 1017156
3982336, 1809861, 890848, 807267, 538152, 910851, 862902, 679536, 1017674
3983360, 1816505, 891084, 807474, 521102, 910919, 862973, 679793, 1017845
3984384, 1817259, 891309, 807687, 522338, 911507, 863275, 679873, 1017892
3985408, 1816659, 891534, 807929, 522500, 911516, 863588, 680281, 1018268
3986432, 1818246, 891770, 807692, 531021, 911812, 863710, 680408, 1018628
3987456, 1810952, 891995, 808322, 522757, 911892, 863866, 680686, 1018817
3988480, 1819189, 892231, 808526, 520965, 912066, 864120, 680671, 1019228
3989504, 1819677, 892456, 808736, 515797, 912356, 864445, 681034, 1019518
3990528, 1820035, 892681, 808863, 517300, 912548, 864738, 681085, 1019672
3991552, 1813711, 892917, 808833, 523269, 912983, 864656, 681283, 1019905
3992576, 1821010, 893142, 809313, 526255, 913474, 865022, 681446, 1020204
3993600, 1821537, 893367, 809540, 523535, 913252, 865250, 681644, 1020500
3994624, 1821995, 893603, 809759, 523674, 913408, 865714, 681946, 1020716
3995648, 1822444, 893828, 809966, 523801, 913669, 865678, 682034, 1021020
3996672, 1815461, 894064, 810060, 518890, 913671, 866001, 681984, 1021177
3997696, 1822654, 894289, 810300, 519277, 914464, 866252, 682374, 1021425
3998720, 1823438, 894514, 810587, 538636, 914041, 866465, 682386, 1021668
3999744, 1823911, 894750, 810785, 533319, 914647, 866716, 682605, 1021931
4000768, 1822761, 894975, 810986, 529892, 914757, 866728, 682714, 1022256
4001792, 1824307, 895200, 811225, 515662, 915387, 867098, 682820, 1022616
4002816, 1824100, 895436, 810930, 525906, 915103, 867426, 683208, 1022850
4003840, 1825747, 895661, 811583, 525705, 915709, 867633, 683169, 1023086
4004864, 1819981, 895886, 811814, 525971, 916096, 867839, 683306, 1023329
4005888, 1825342, 896122, 811568, 537502, 916149, 867970, 683628, 1023645
4006912, 1826477, 896347, 812222, 522027, 916409, 868295, 683906, 1023888
4007936, 1820573, 896583, 812435, 541783, 916714, 868514, 683802, 1024177
