bytes,builtin,builtin unrolled,builtin errata,builtin manual,builtin movdq,builtin movdq unrolled,builtin movdq manual,SSSE3
1825792, 829379, 408450, 364971, 236442, 414560, 391476, 307354, 462477
1826816, 832985, 408686, 365021, 236191, 414670, 391638, 307629, 462717
1827840, 833615, 408911, 365252, 228282, 414942, 391914, 307813, 462974
1828864, 833920, 409136, 365455, 228412, 415185, 392070, 307987, 463242
1829888, 834626, 409372, 365645, 228525, 415418, 392253, 308028, 463497
1830912, 834910, 409597, 365855, 229391, 415501, 392422, 308353, 463772
1831936, 831054, 409822, 366047, 228844, 415820, 392797, 308516, 464015
1832960, 835806, 410058, 366260, 229352, 415989, 392898, 308688, 464263
1833984, 833476, 410283, 366464, 229089, 416216, 393191, 308865, 464671
1835008, 836846, 410519, 366680, 229645, 416577, 393383, 309096, 464733
1836032, 837278, 410744, 366878, 231614, 416849, 393620, 309199, 465058
1837056, 834457, 410969, 366762, 229902, 416982, 393918, 309421, 465324
1838080, 838346, 411205, 367315, 230015, 417275, 394054, 309465, 465573
1839104, 838576, 411430, 367578, 237867, 417384, 394163, 309776, 465830
1840128, 839236, 411655, 367679, 230414, 417739, 394486, 309947, 466090
1841152, 838919, 411891, 367877, 230538, 417863, 394684, 310116, 466350
1842176, 840057, 412116, 367993, 230497, 418111, 394929, 310293, 466583
1843200, 840596, 412352, 368140, 230591, 418446, 395213, 310465, 466871
1844224, 841080, 412577, 368495, 230763, 418682, 395408, 310630, 467125
1845248, 841636, 412802, 368788, 231055, 418877, 395577, 310799, 467326
1846272, 841840, 413038, 368903, 230966, 419119, 395662, 310976, 467645
1847296, 842506, 413263, 369219, 238783, 419386, 396150, 310908, 467905
1848320, 842899, 413488, 369308, 241894, 419714, 396260, 311349, 468154
1849344, 843313, 413724, 369512, 231555, 419788, 396570, 311402, 468426
1850368, 843011, 413949, 369710, 231608, 420101, 396543, 311686, 468683
1851392, 843655, 414174, 369920, 231428, 420332, 396913, 311869, 468946
1852416, 844826, 414410, 370107, 231857, 420551, 397194, 312052, 469206
1853440, 845231, 414635, 370331, 231981, 420802, 397392, 311934, 469401
1854464, 845716, 414871, 370541, 232102, 420920, 397620, 312344, 469715
1855488, 846026, 415096, 370751, 232466, 421254, 397824, 312280, 469927
1856512, 846588, 415321, 370949, 240076, 421275, 398066, 312443, 470235
1857536, 847088, 415557, 371232, 232903, 421609, 398293, 312910, 470492
1858560, 847605, 415782, 371437, 233013, 421908, 398516, 313078, 470717
1859584, 848090, 416007, 371572, 233155, 422144, 398642, 312960, 470998
1860608, 848407, 416243, 371768, 240649, 422168, 398903, 313318, 471264
1861632, 848906, 416468, 371981, 240658, 422691, 398989, 313303, 471524
1862656, 849444, 416704, 372185, 240924, 422916, 399258, 313477, 471787
1863680, 849858, 416929, 372495, 240972, 423309, 399482, 313844, 472056
1864704, 845678, 417154, 372581, 240519, 423297, 399772, 313912, 472308
1865728, 850198, 417390, 372898, 232403, 423545, 399828, 314282, 472574
1866752, 851390, 417615, 372986, 234192, 423640, 400210, 314453, 472834
1867776, 851857, 417840, 373187, 234322, 423868, 400446, 314622, 473088
1868800, 852356, 418076, 373536, 240524, 425012, 400910, 323214, 486321
1869824, 852835, 418301, 373737, 234047, 424654, 400934, 314976, 473549
1870848, 853261, 418526, 373799, 241944, 424825, 401262, 315068, 473854
1871872, 853536, 418762, 374183, 241255, 424947, 401383, 315050, 486931
1872896, 854145, 418987, 374201, 248816, 425157, 401617, 315553, 474383
1873920, 854497, 419223, 374417, 242284, 425509, 401803, 315585, 474640
1874944, 851334, 419448, 374618, 242518, 425751, 401898, 315736, 474886
1875968, 855419, 419673, 374836, 243038, 426109, 402261, 316014, 487995
1876992, 879258, 431259, 375029, 234547, 426192, 402403, 316177, 475412
1878016, 856463, 431476, 375230, 235280, 426414, 402560, 316061, 475672
1879040, 856800, 420359, 375541, 248886, 426561, 402793, 316235, 475870
1880064, 857370, 420595, 375851, 236602, 426919, 403444, 316762, 476184
1881088, 857007, 420820, 376261, 243931, 427227, 403234, 316676, 476464
1882112, 858296, 421056, 376049, 235667, 427235, 403539, 316874, 476710
1883136, 857956, 421281, 375978, 235762, 427371, 403710, 317220, 476970
1884160, 859352, 421506, 376463, 243955, 427806, 403982, 317471, 477378
1885184, 859334, 421742, 376655, 236208, 428105, 404177, 317575, 477466
1886208, 860286, 421967, 376859, 236161, 428196, 404328, 317734, 477807
1887232, 857105, 422192, 377057, 236277, 428646, 404642, 317980, 478111
1888256, 861200, 422428, 377448, 236439, 428811, 404843, 317968, 478244
1889280, 861492, 422653, 377477, 244623, 429027, 405050, 318042, 478504
1890304, 858808, 422878, 377675, 244407, 429104, 405251, 318255, 478915
1891328, 862423, 423114, 378009, 236199, 429369, 405508, 318613, 479199
1892352, 862929, 423339, 378080, 236827, 429601, 405691, 327385, 492193
1893376, 863603, 423575, 378290, 236983, 429881, 406001, 319009, 479720
1894400, 860431, 423800, 378494, 237104, 430059, 406143, 319112, 479932
1895424, 860968, 424025, 378704, 237229, 430322, 406327, 319328, 480122
1896448, 864818, 424261, 378911, 245226, 430724, 406549, 319346, 480479
1897472, 861838, 424486, 379141, 245568, 430890, 406758, 319523, 480518
1898496, 862642, 424711, 379319, 237048, 430943, 407033, 319736, 480881
1899520, 866234, 424947, 379680, 237166, 431129, 407361, 319967, 481085
1900544, 866678, 425172, 379899, 245743, 431578, 407512, 320029, 481399
1901568, 864162, 425408, 379931, 245820, 431661, 407728, 320218, 481762
1902592, 867636, 425633, 380126, 245968, 431919, 407974, 320395, 481872
1903616, 868254, 425858, 380347, 238642, 432158, 408092, 320727, 482203
1904640, 868727, 426094, 380546, 238719, 432392, 408367, 320901, 482602
1905664, 869188, 426319, 380764, 246515, 432743, 408609, 320895, 482845
1906688, 869409, 426544, 380966, 249475, 432974, 408798, 321052, 483016
1907712, 866418, 426780, 381175, 239127, 432992, 408952, 321436, 483226
1908736, 870447, 427005, 381376, 239233, 433148, 409194, 321584, 483373
1909760, 867402, 427230, 381589, 238875, 433545, 409419, 321805, 483782
1910784, 871520, 427466, 381770, 239552, 433728, 409614, 321956, 484134
1911808, 868467, 427691, 381974, 239668, 433627, 409801, 322077, 484207
1912832, 872440, 427927, 382181, 238553, 434206, 410046, 322240, 484506
1913856, 868632, 428152, 382370, 247494, 434449, 410324, 322288, 484769
1914880, 869738, 428377, 382583, 239618, 434768, 410561, 322583, 485056
1915904, 873776, 428613, 382790, 239946, 434902, 410746, 322743, 485351
1916928, 873764, 428838, 383012, 239889, 435150, 410950, 322696, 485632
1917952, 874580, 429063, 383222, 248032, 435330, 411193, 323012, 485881
1918976, 875036, 429299, 383594, 248460, 435537, 411456, 323201, 486179
1920000, 870846, 429524, 383644, 247313, 435836, 411631, 323296, 486446
1921024, 876026, 429760, 383857, 248443, 436226, 411767, 323462, 486581
1922048, 876508, 429985, 384035, 248679, 436276, 412154, 323639, 486903
1923072, 876981, 430210, 384144, 248862, 436690, 412263, 323813, 487146
1924096, 877416, 430446, 384446, 249078, 436915, 412467, 323976, 487300
1925120, 877851, 430671, 384632, 241116, 437101, 412716, 324271, 487743
1926144, 878409, 430896, 384850, 241028, 437246, 412828, 324387, 487959
1927168, 875556, 431132, 385049, 241155, 437547, 413218, 324526, 488169
1928192, 875725, 431357, 385250, 249637, 437672, 413384, 324738, 488533
1929216, 879080, 431582, 385454, 241559, 437766, 413653, 325008, 488707
1930240, 876671, 431818, 385868, 241655, 438163, 413756, 325217, 488887
1931264, 875479, 432043, 385850, 241779, 438269, 413948, 325309, 489266
1932288, 881380, 432279, 386057, 241927, 438627, 414244, 325528, 489476
1933312, 881798, 432504, 386480, 242077, 438784, 414451, 325732, 489795
1934336, 882199, 432729, 386474, 242216, 439055, 414685, 325918, 490002
1935360, 879376, 432965, 386674, 242338, 439325, 414969, 326081, 490304
1936384, 879769, 433190, 386887, 242494, 439422, 415117, 326167, 490528
1937408, 883572, 433415, 387080, 241808, 439978, 415317, 326329, 490738
1938432, 880904, 433651, 387266, 250737, 439975, 415551, 326441, 491049
1939456, 883604, 433876, 387485, 250879, 440256, 415820, 326556, 491336
1940480, 884860, 434112, 387692, 251044, 440386, 416074, 326752, 491537
1941504, 885292, 434337, 387902, 250944, 440572, 416178, 326980, 491850
1942528, 884071, 434562, 388109, 251245, 440951, 416414, 327204, 492045
1943552, 885464, 434798, 388313, 242565, 441296, 416607, 327278, 492429
1944576, 886779, 435023, 388517, 251733, 441187, 416958, 327435, 492563
1945600, 887193, 435248, 388727, 251854, 441539, 417136, 327636, 492950
1946624, 887657, 435484, 388939, 251866, 442071, 417278, 327789, 493113
1947648, 884595, 435709, 389333, 251851, 441991, 417618, 327955, 493293
1948672, 884931, 435934, 389330, 252129, 442550, 417730, 328115, 493722
1949696, 889023, 436170, 389540, 252407, 442444, 417993, 328298, 493890
1950720, 886466, 436395, 389758, 251255, 443017, 418221, 328461, 494121
1951744, 889221, 436631, 389959, 252434, 443053, 418481, 328638, 494393
1952768, 888775, 436856, 390356, 252806, 443437, 418596, 328916, 494679
1953792, 891001, 437081, 390364, 244401, 443564, 418848, 329126, 494957
1954816, 888213, 437317, 390722, 244528, 443785, 419131, 329298, 495271
1955840, 888290, 437542, 390761, 244641, 443898, 419297, 329427, 495421
1956864, 888828, 437767, 390982, 253025, 444202, 419551, 329525, 495761
1957888, 892122, 438003, 391186, 252200, 444599, 419740, 329605, 495933
1958912, 889733, 438228, 391388, 253262, 444676, 420009, 329774, 496338
1959936, 893680, 438464, 391586, 253599, 444779, 420196, 329948, 496536
1960960, 891170, 438689, 391701, 253702, 445102, 420409, 330214, 496681
1961984, 894685, 438914, 391988, 253856, 444977, 420589, 330240, 497107
1963008, 892042, 439150, 392195, 252747, 445616, 420733, 330599, 497251
1964032, 894818, 439375, 392399, 246145, 445781, 421130, 330797, 497485
1965056, 892512, 439600, 392605, 254110, 446098, 421307, 330968, 497879
1966080, 895809, 439836, 392798, 254125, 446494, 421523, 331056, 498032
1967104, 897177, 440061, 393005, 254438, 446547, 421671, 331257, 498301
1968128, 897503, 440286, 393422, 246740, 446790, 421984, 331480, 498416
1969152, 898127, 440522, 393581, 246882, 447038, 422165, 331660, 498792
1970176, 898611, 440747, 393753, 246648, 447257, 422354, 331864, 499043
1971200, 895427, 440983, 393953, 246775, 447485, 422593, 332021, 499321
1972224, 899507, 441208, 394184, 246888, 447727, 422756, 332204, 499700
1973248, 899971, 441433, 394305, 246536, 447472, 423073, 332358, 499841
1974272, 900492, 441669, 394427, 247177, 448076, 423250, 332553, 500069
1975296, 900991, 441894, 394856, 247290, 448422, 423513, 332727, 500462
1976320, 901272, 442119, 394977, 247432, 448445, 423678, 332795, 500651
1977344, 898280, 442355, 395015, 255801, 448859, 423861, 333032, 500885
1978368, 902132, 442580, 395216, 255792, 449167, 424143, 333132, 501201
1979392, 899004, 442816, 395420, 255976, 449146, 424388, 333292, 501497
1980416, 899667, 443041, 395630, 255000, 449533, 424627, 333481, 501772
1981440, 903561, 443266, 395828, 256186, 449613, 424734, 333623, 501870
1982464, 903977, 443502, 396026, 256357, 450004, 425000, 333591, 502159
1983488, 901393, 443727, 396216, 256434, 450465, 425260, 334078, 502396
1984512, 904146, 443952, 396414, 256709, 450627, 425544, 334155, 502804
1985536, 905358, 444188, 396621, 256647, 450944, 425739, 334327, 502984
1986560, 905869, 444413, 396833, 256910, 451153, 425884, 334519, 503268
1987584, 903223, 444638, 397040, 257188, 451408, 426179, 334516, 503582
1988608, 906760, 444874, 397250, 257217, 451636, 426384, 334935, 503768
1989632, 906659, 445099, 397440, 255157, 451875, 426552, 335039, 503986
1990656, 906919, 445335, 397667, 257350, 451848, 426792, 335249, 504270
1991680, 908093, 445560, 397865, 257486, 452244, 426887, 335438, 504542
1992704, 908667, 445785, 398066, 257741, 452558, 427194, 335536, 504776
1993728, 905408, 446021, 398253, 257667, 452791, 427362, 335678, 505027
1994752, 909249, 446246, 398480, 249944, 452904, 427702, 336003, 505299
1995776, 909467, 446471, 398681, 249752, 452957, 427838, 336189, 505586
1996800, 907371, 446707, 398888, 250290, 453049, 427983, 336355, 505897
1997824, 907153, 446932, 399095, 250415, 453628, 428161, 336529, 506106
1998848, 911673, 447168, 399538, 249421, 453805, 428501, 336443, 506204
1999872, 908448, 447393, 399512, 250648, 454039, 428767, 336872, 506576
2000896, 911617, 447618, 399725, 250379, 454290, 429012, 337038, 506866
2001920, 909610, 447854, 399926, 250503, 454042, 429225, 337227, 507100
2002944, 912720, 448079, 400142, 250613, 454787, 429340, 337132, 507316
2003968, 910502, 448304, 400334, 251305, 455015, 429656, 337570, 507647
2004992, 913961, 448540, 400550, 251210, 454669, 429864, 337744, 507889
2006016, 914399, 448765, 400751, 251015, 455511, 430083, 337910, 508122
2007040, 915295, 448990, 400967, 251215, 455547, 430245, 338073, 508344
2008064, 915324, 449226, 401168, 251334, 455789, 430576, 338134, 508693
2009088, 916114, 449451, 401389, 259884, 456295, 430774, 338158, 508897
2010112, 916563, 449687, 401582, 259946, 456348, 430969, 338480, 509065
2011136, 916708, 449912, 401800, 260502, 456735, 431120, 338796, 509432
2012160, 916717, 450137, 402010, 251050, 456874, 431342, 339013, 509684
2013184, 917947, 450373, 402208, 251863, 456930, 431655, 338986, 509973
2014208, 918301, 450598, 402430, 260493, 457442, 431856, 339293, 510248
2015232, 918331, 450823, 402631, 252274, 457267, 431986, 339530, 510355
2016256, 915892, 451059, 402806, 252271, 457678, 432264, 339696, 510648
2017280, 919910, 451284, 403001, 251831, 457865, 432584, 339850, 510908
2018304, 920280, 451520, 403202, 252585, 458078, 432758, 340018, 511295
2019328, 920696, 451745, 403415, 261395, 458542, 432932, 340000, 511541
2020352, 920602, 451970, 403607, 252866, 458817, 433202, 340198, 511721
2021376, 921125, 452206, 403814, 261640, 458914, 433308, 340358, 511978
2022400, 918266, 452431, 404012, 253075, 459145, 433556, 340683, 512350
2023424, 922051, 452656, 404461, 253134, 459299, 433769, 340790, 512490
2024448, 922476, 452892, 404434, 262084, 459467, 434029, 340990, 512818
2025472, 921864, 453117, 404630, 261907, 459839, 434251, 341171, 513098
2026496, 923949, 453342, 404825, 253711, 460139, 434452, 341378, 513252
2027520, 923925, 453578, 405032, 253702, 460200, 434721, 341546, 513604
2028544, 923227, 453803, 405251, 253856, 460558, 434828, 341730, 513760
2029568, 921808, 454039, 405458, 253762, 460667, 435094, 341942, 514077
2030592, 926080, 454264, 405659, 254102, 460904, 435339, 342070, 514376
2031616, 925586, 454489, 405877, 254533, 461363, 435561, 342117, 514642
2032640, 923262, 454725, 406070, 254255, 461309, 435797, 342451, 514902
2033664, 926571, 454950, 406294, 254441, 461797, 435848, 342587, 515159
2034688, 927694, 455175, 406495, 254728, 461830, 436176, 342714, 515440
2035712, 927952, 455411, 406696, 254539, 462069, 436259, 342965, 515573
2036736, 928339, 455636, 406889, 255065, 462303, 436643, 343158, 516026
2037760, 928593, 455872, 407075, 255104, 462725, 436838, 343190, 516082
2038784, 926485, 456097, 407276, 255414, 463006, 437166, 343338, 516425
2039808, 930107, 456322, 407341, 263849, 463115, 437367, 343471, 516614
2040832, 927384, 456558, 407678, 264011, 463514, 437535, 343770, 516906
2041856, 931056, 456783, 408116, 255319, 463464, 437654, 344015, 517306
2042880, 927275, 457008, 408098, 255846, 463795, 437837, 344174, 517483
2043904, 931396, 457244, 408308, 255594, 464103, 438133, 344355, 517758
2044928, 930858, 457469, 408506, 264485, 464434, 438351, 344456, 518057
2045952, 932969, 457694, 408713, 264636, 464375, 438665, 344633, 518296
2046976, 933270, 457930, 408908, 264863, 464694, 438822, 344748, 518610
2048000, 933856, 458155, 409109, 264958, 465155, 439114, 344825, 518870
2049024, 930388, 458391, 409307, 265129, 465318, 439242, 345109, 519106
2050048, 931003, 458616, 409525, 265011, 465389, 439561, 345251, 519337
2051072, 933492, 458841, 409709, 265398, 465827, 439685, 345482, 519642
2052096, 931505, 459077, 409927, 264300, 465901, 439948, 345511, 519905
2053120, 932975, 459302, 410117, 265608, 466297, 440191, 345783, 520005
2054144, 932993, 459527, 410327, 265673, 466389, 440436, 345860, 520262
2055168, 937164, 459763, 410540, 265812, 466764, 440607, 346171, 520688
2056192, 935304, 459988, 410995, 257460, 466646, 440796, 346404, 520809
2057216, 932948, 460224, 410959, 257463, 467128, 441107, 346575, 521146
2058240, 938710, 460449, 411140, 257694, 467109, 441305, 346697, 521297
2059264, 939021, 460674, 411341, 257487, 467388, 441501, 346960, 521702
2060288, 939603, 460910, 411551, 257948, 467814, 441690, 347182, 521941
2061312, 936649, 461135, 412024, 258075, 468003, 441979, 347353, 522104
2062336, 940588, 461360, 411971, 258078, 468103, 442233, 347471, 522367
2063360, 937628, 461596, 412417, 258326, 468325, 442420, 347539, 522758
2064384, 941463, 461821, 412630, 258468, 468497, 442467, 347862, 522861
2065408, 942013, 462046, 412811, 258581, 468993, 442816, 347808, 523209
2066432, 942258, 462282, 412793, 267335, 469182, 443055, 347989, 523515
2067456, 939056, 462507, 413020, 267370, 469383, 443357, 348199, 523778
2068480, 943231, 462743, 413227, 267565, 469762, 443541, 348290, 523955
