bytes,builtin unrolled,builtin manual,builtin movdq manual,SSSE3
9100288, 2091242, 1371853, 1556352, 2330703
9101312, 2149561, 1291602, 1685639, 2331285
9102336, 2036736, 1255893, 1556313, 2331454
9103360, 2092904, 1311424, 1645300, 2331596
9104384, 2037375, 1290612, 1599520, 2331767
9105408, 2212182, 1331997, 1641996, 2331944
9106432, 2092771, 1272398, 1556854, 2332158
9107456, 2151134, 1340456, 1643989, 2332447
9108480, 2093107, 1227411, 1643375, 2332604
9109504, 2148559, 1308486, 1599236, 2333009
9110528, 2067030, 1208960, 1598852, 2333234
9111552, 2152188, 1274836, 1643696, 2333718
9112576, 2038971, 1291199, 1557522, 2333849
9113600, 2094645, 1365990, 1644583, 2334136
9114624, 2094545, 1257269, 1557756, 2334662
9115648, 2094950, 1307483, 1601270, 2334836
9116672, 2094950, 1340658, 1600641, 2334928
9117696, 2040245, 1270450, 1558622, 2335312
9118720, 2153832, 1386566, 1601240, 2335608
9119744, 2040671, 1243013, 1601013, 2335342
9120768, 2215661, 1317130, 1602630, 2336243
9121792, 2096168, 1342521, 1600535, 2336294
9122816, 2096588, 1303767, 1646302, 2336731
9123840, 2096796, 1315604, 1645653, 2336761
9124864, 2155210, 1389867, 1602639, 2337157
9125888, 2095970, 1310190, 1559492, 2337305
9126912, 2155748, 1278993, 1646821, 2337518
9127936, 2097703, 1277726, 1561472, 2337740
9128960, 2156431, 1343346, 1603881, 2338136
9129984, 2125055, 1309042, 1602854, 2338233
9131008, 2133961, 1294512, 1604365, 2338348
9132032, 2212383, 1309885, 1648020, 2339026
9133056, 2043604, 1364565, 1602721, 2339147
9134080, 2157136, 1295197, 1650252, 2339478
9135104, 2157569, 1323636, 1603111, 2339611
9136128, 2128899, 1373516, 1604126, 2339744
9137152, 2099867, 1258973, 1560659, 2340300
9138176, 2158240, 1336717, 1649062, 2340394
9139200, 2100305, 1243381, 1562569, 2340474
9140224, 2159062, 1371507, 1648227, 2341267
9141248, 2045428, 1315033, 1563006, 2341329
9142272, 2159222, 1343290, 1701212, 2341666
9143296, 2101363, 1369925, 1696615, 2341855
9144320, 2046794, 1272195, 1562702, 2342089
9145344, 2160184, 1303582, 1649627, 2342535
9146368, 2056642, 1281398, 1605329, 2342582
9147392, 2101720, 1374973, 1650548, 2342674
9148416, 2047235, 1332312, 1651176, 2343171
9149440, 2161006, 1316434, 1606556, 2343487
9150464, 2102769, 1303730, 1564943, 2343777
9151488, 2138229, 1368118, 1651303, 2343821
9152512, 2047879, 1281086, 1606568, 2344016
9153536, 2161933, 1371953, 1651040, 2344264
9154560, 2048479, 1247874, 1699604, 2345539
9155584, 2162403, 1713090, 1680703, 2344788
9156608, 2162848, 1375674, 1652975, 2345234
9157632, 2162904, 1273465, 1565141, 2345660
9158656, 2141314, 2237113, 1608922, 2345731
9159680, 2084148, 1279677, 1566253, 2346310
9160704, 2163630, 1270032, 1652715, 2346266
9161728, 2105969, 1248719, 1566271, 2347094
9162752, 2163995, 1392779, 1619494, 2346701
9163776, 2105836, 1327826, 1653608, 2346961
9164800, 2050848, 1289280, 1566823, 2347301
9165824, 2106344, 1321270, 1653896, 2347694
9166848, 2104509, 1310237, 1567376, 2347715
9167872, 2204020, 1350437, 1655098, 2348028
9168896, 2107063, 1319892, 1609276, 2348383
9169920, 2165881, 1362386, 1702732, 2348478
9170944, 2107701, 1279937, 1567057, 2348788
9171968, 2166279, 1329023, 1654675, 2349007
9172992, 2052722, 1360918, 1656301, 2349412
9174016, 2166742, 1381131, 1654774, 2349805
9175040, 2167185, 1332049, 1655484, 2350272
9176064, 2108955, 1345463, 1611053, 2350207
9177088, 2167521, 1284560, 1655704, 2350163
9178112, 2109278, 1244333, 1610911, 2350565
9179136, 2167834, 1278601, 1656341, 2350893
9180160, 2141546, 1375798, 1569162, 2351041
9181184, 2168582, 1308122, 1657370, 2351576
9182208, 2054440, 1255389, 1569168, 2351656
9183232, 2168900, 1379130, 1657191, 2351916
9184256, 2055105, 1333770, 1612896, 2352058
9185280, 2169262, 1365542, 1658542, 2352232
9186304, 2055486, 1249435, 1612570, 2352581
9187328, 2170140, 1338994, 1656870, 2352974
9188352, 2055856, 1294211, 1614565, 2353164
9189376, 2111499, 1321704, 1657466, 2353610
9190400, 2111883, 1353717, 1570829, 2353498
9191424, 2170965, 1339108, 1659181, 2354409
9192448, 2112681, 1245850, 1634445, 2354364
9193472, 2057189, 1347388, 1571894, 2354529
9194496, 2113165, 1286377, 1614341, 2355091
9195520, 2057435, 1294527, 1573050, 2355260
9196544, 2172183, 1282876, 1659104, 2355310
9197568, 2057969, 1311751, 1614930, 2355875
9198592, 2172594, 1516947, 1615671, 2356422
9199616, 2058407, 1250801, 1609574, 2356123
9200640, 2173314, 1354851, 1659655, 2356348
9201664, 2173259, 1323639, 1614846, 2356996
9202688, 2114999, 1250200, 1574779, 2357610
9203712, 2173871, 1288303, 1616674, 2357347
9204736, 2059794, 1330201, 1661425, 2357886
9205760, 2174226, 1362542, 1707794, 2358030
9206784, 2116015, 1369436, 1660640, 2358063
9207808, 2175280, 1355017, 1660952, 2358373
9208832, 2175026, 1313642, 1662764, 2358488
9209856, 2060672, 1289679, 1662310, 2358914
9210880, 2175731, 1313411, 1662470, 2359008
9211904, 2061251, 1325586, 1617986, 2359481
9212928, 2176210, 1317203, 1661849, 2359893
9213952, 2176330, 1314718, 1618137, 2360106
9214976, 2176593, 1418962, 1618385, 2360274
9216000, 2117858, 1330736, 1664587, 2360558
9217024, 2151149, 1291032, 1617726, 2360765
9218048, 2177168, 1420592, 1663864, 2360679
9219072, 2118816, 1279192, 1576334, 2361403
9220096, 2161802, 1376054, 1663456, 2361409
9221120, 2177882, 1255709, 1619110, 2362140
9222144, 2178226, 1326918, 1711378, 2361977
9223168, 2119445, 1316965, 1663215, 2362388
9224192, 2178671, 1388714, 1620156, 2362554
9225216, 2178936, 1289521, 1712959, 2362985
9226240, 2120439, 1307824, 1578085, 2362994
9227264, 2179282, 1318257, 1665410, 2363148
9228288, 2120603, 1333740, 1620570, 2363450
9229312, 2179935, 1352251, 1620349, 2363840
9230336, 2065148, 1342706, 1578460, 2363819
9231360, 2180374, 1278811, 1713461, 2364316
9232384, 2065713, 1248959, 1578709, 2364552
9233408, 2180760, 1290306, 1665073, 2364715
9234432, 2181076, 1315745, 1621727, 2365004
9235456, 2181323, 1287558, 1666612, 2365312
9236480, 2164868, 1330216, 1579164, 2365377
9237504, 2181789, 1341915, 1666572, 2366320
9238528, 2123102, 1356990, 1578573, 2366019
9239552, 2182348, 1318266, 1622190, 2366527
9240576, 2067419, 1303046, 1667323, 2367086
9241600, 2183381, 1331791, 1623063, 2367213
9242624, 2124147, 1293966, 1623598, 2367668
9243648, 2183202, 1254464, 1648560, 2367645
9244672, 2124592, 1261098, 1622171, 2367863
9245696, 2152046, 1226853, 1579844, 2368058
9246720, 2183792, 1288856, 1667960, 2368219
9247744, 2069142, 1227400, 1581281, 2368260
9248768, 2184463, 1254467, 1624786, 2368526
9249792, 2142962, 1244009, 1581559, 2369046
9250816, 2184917, 1301653, 1716701, 2369108
9251840, 2117895, 1261016, 1581464, 2369096
9252864, 2185390, 1296599, 1669295, 2369626
9253888, 2070455, 1276301, 1626207, 2369951
9254912, 2185718, 1405473, 1669400, 2370031
9255936, 2127088, 1233316, 1582585, 2370439
9256960, 2186364, 1313754, 1670271, 2370506
9257984, 2127378, 1323271, 1582620, 2370847
9259008, 2186865, 1348789, 1624850, 2371192
9260032, 2128104, 1262074, 1625436, 2371745
9261056, 2227226, 1363323, 1670108, 2371547
9262080, 2167945, 1384013, 1678444, 2372204
9263104, 2187699, 1375853, 1583108, 2372399
9264128, 2128926, 1426151, 1698046, 2372866
9265152, 2073164, 1256723, 1627391, 2372567
9266176, 2129164, 1287476, 1672794, 2373081
9267200, 2188732, 1338781, 1627125, 2373235
9268224, 2188933, 1364119, 1672083, 2373697
9269248, 2074083, 1349494, 1627815, 2373910
9270272, 2130310, 1361799, 1720261, 2374365
9271296, 2130784, 1278397, 1585517, 2374778
9272320, 2190076, 1348425, 1673103, 2374767
9273344, 2104972, 1327795, 1628827, 2375148
9274368, 2190567, 1350112, 1673925, 2375560
9275392, 2131843, 1388796, 2941254, 2375716
9276416, 2131985, 1373615, 1585393, 2376151
9277440, 2191532, 1360786, 1673956, 2376405
9278464, 2161655, 1401789, 1585237, 2376869
9279488, 2133230, 1377033, 1628433, 2377014
9280512, 2192051, 1357915, 1628552, 2376665
9281536, 2076753, 1416162, 1629700, 2377037
9282560, 2192274, 1346440, 1675363, 2377697
9283584, 2133680, 1343312, 1587505, 2377806
9284608, 2193056, 1339883, 1630634, 2378140
9285632, 2077708, 1299069, 1615138, 2378259
9286656, 2193649, 1374484, 1676206, 2378569
9287680, 2134771, 1335988, 1676095, 2378666
9288704, 2078609, 1344097, 1631244, 2379350
9289728, 2135218, 1361496, 1723634, 2379344
9290752, 2078778, 1282291, 1589326, 2379222
9291776, 2194786, 1370247, 1632224, 2379743
9292800, 2079381, 1352750, 1676976, 2380048
9293824, 2136061, 1297925, 1588968, 2380630
9294848, 2136122, 1301233, 1632553, 2380639
9295872, 2137043, 1324012, 1631377, 2380985
9296896, 2258709, 1387682, 1677659, 2381185
9297920, 2080419, 1409378, 1632614, 2381496
9298944, 2203833, 1477552, 1731192, 2381786
9299968, 2137343, 1301974, 1589527, 2381978
9300992, 2137642, 1338491, 1590496, 2382241
9302016, 2197303, 1341413, 1633493, 2382572
9303040, 2197977, 1339459, 1590127, 2382661
9304064, 2174809, 1587038, 1678824, 2383030
9305088, 2082367, 1338694, 1633777, 2383211
9306112, 2197844, 1337784, 1633502, 2383740
9307136, 2137926, 1357942, 1591656, 2383631
9308160, 2139253, 1392539, 1634016, 2384098
9309184, 2198987, 1321975, 1635119, 2384192
9310208, 2139473, 1269152, 1591507, 2384766
9311232, 2199209, 1407838, 1680212, 2384506
9312256, 2083689, 1369755, 1636083, 2385168
9313280, 2199605, 1409850, 1681238, 2385316
9314304, 2140413, 1298646, 1593485, 2385804
9315328, 2140719, 1343447, 1637796, 2385845
9316352, 2200823, 1303576, 1682095, 2386197
9317376, 2200860, 1264555, 1635696, 2386339
9318400, 2200860, 1331916, 1681513, 2386960
9319424, 2141831, 1273461, 1633189, 2387193
9320448, 2142082, 1306805, 1681850, 2387439
9321472, 2130643, 1294400, 1670992, 2387663
9322496, 2142605, 1438312, 1733302, 2387888
9323520, 2202050, 1304293, 1682892, 2388163
9324544, 2086675, 1372512, 1636700, 2388237
9325568, 2265648, 1301332, 1683325, 2388471
9326592, 2143514, 1292568, 1683519, 2388840
9327616, 2234726, 1332797, 1683031, 2389295
9328640, 2203268, 1265670, 1637518, 2389263
9329664, 2203624, 1322890, 1683995, 2390028
9330688, 2204096, 1357253, 1684240, 2390168
9331712, 2145068, 1252622, 1595303, 2390102
9332736, 2204448, 1364291, 1684666, 2390581
9333760, 2118359, 1325410, 1596989, 2390848
9334784, 2204749, 1391172, 1732498, 2391241
9335808, 2194515, 1272210, 1597136, 2391235
9336832, 2205302, 1406357, 1684410, 2391566
9337856, 2205725, 1264332, 1640154, 2392069
9338880, 2089879, 1238721, 1597631, 2391785
9339904, 2206006, 1330726, 1685739, 2392429
9340928, 2090107, 1382784, 1640042, 2392574
9341952, 2206514, 1484670, 1735070, 2392890
9342976, 2628484, 1383068, 1733680, 2393127
9344000, 2207005, 1317095, 1682801, 2393100
9345024, 2207422, 1376580, 1686100, 2393544
9346048, 2091565, 1360148, 1686171, 2393721
9347072, 2157217, 1350983, 1641786, 2394014
9348096, 2091914, 1300078, 1642282, 2394138
9349120, 2148836, 1357177, 1641127, 2394212
9350144, 2148936, 1315014, 1640958, 2394443
9351168, 2149199, 1367224, 1599398, 2395255
9352192, 2175694, 1304738, 1687454, 2395554
9353216, 2149259, 1356754, 1641828, 2395678
9354240, 2209608, 1312323, 1687497, 2395965
9355264, 2209811, 1318003, 1643252, 2396343
9356288, 2150359, 1274788, 1737107, 2396598
9357312, 2192160, 1394504, 1689024, 2396654
9358336, 2094228, 1271370, 1600498, 2396982
9359360, 2210420, 1309847, 1645473, 2397509
9360384, 2608335, 1297588, 1643663, 2462516
9361408, 2274331, 1389639, 1689253, 2462809
9362432, 2275117, 1464796, 1739053, 2531584
9363456, 2274869, 1386650, 1690294, 2531609
9364480, 2238408, 1420898, 1738442, 2532450
9365504, 2275942, 1334327, 1644708, 2398738
9366528, 2152520, 1311140, 1601663, 2399149
9367552, 2153088, 1352559, 1690857, 2399014
9368576, 2153007, 1309971, 1690493, 2400850
9369600, 2153352, 1348338, 1684021, 2399753
9370624, 2213313, 1365722, 1720146, 2399936
9371648, 2213317, 1342169, 1601935, 2400406
9372672, 2277257, 1414412, 1691559, 2400539
9373696, 2097315, 1308116, 1691775, 2401045
9374720, 2149698, 1378127, 1691590, 2401307
9375744, 2154521, 1431089, 1692495, 2401482
9376768, 2155122, 1355452, 1647133, 2401819
9377792, 2214630, 1421303, 1691435, 2402011
9378816, 2186649, 1357715, 1691636, 2402121
9379840, 2215610, 1308561, 1693074, 2402487
9380864, 2230932, 1404429, 1693642, 2402842
9381888, 2099169, 1278385, 1647600, 2402878
9382912, 2156455, 1313113, 1647316, 2403194
9383936, 2099722, 1277778, 1604661, 2403641
9384960, 2216457, 1339170, 1693528, 2403954
9385984, 2100283, 1261536, 1604644, 2403939
9387008, 2216927, 1355707, 1693855, 2404199
9388032, 2106942, 1345560, 1648909, 2404243
9389056, 2280974, 1406004, 1694798, 2404722
9390080, 2101200, 1279402, 1695243, 2405089
9391104, 2217854, 1316134, 1605182, 2405450
9392128, 2218420, 1315120, 1649036, 2405417
9393152, 2147629, 1278116, 1649892, 2405863
9394176, 2218652, 1315713, 1695512, 2406343
9395200, 2159057, 1376042, 1606050, 2406399
9396224, 2219310, 1311108, 1651714, 2406842
9397248, 2102767, 1392303, 1650067, 2406902
9398272, 2159665, 1334705, 1649710, 2407173
9399296, 2159913, 1356221, 1606683, 2407496
9400320, 2168638, 1307401, 1650499, 2407641
9401344, 2220299, 1412666, 1695107, 2407918
9402368, 2103982, 1342963, 1607410, 2408063
9403392, 2220935, 1415606, 1650136, 2408007
9404416, 2104180, 1312074, 1649792, 2408605
9405440, 2221411, 1358773, 1697249, 2408924
9406464, 2104674, 1341595, 1697141, 2409116
9407488, 2221993, 1448449, 1651330, 2409423
9408512, 2105144, 1376963, 1652279, 2409462
9409536, 2222642, 1246854, 1653267, 2410071
9410560, 2105736, 1351967, 1697827, 2410254
9411584, 2162923, 1397950, 1652669, 2410346
9412608, 2223087, 1345859, 1698523, 2410700
9413632, 2106259, 1323594, 1652675, 2410875
9414656, 2223473, 1359332, 1699011, 2411206
9415680, 2106897, 1247064, 1609439, 2411460
9416704, 2222696, 1381609, 1698906, 2411827
9417728, 2224283, 1403854, 1609811, 2411839
9418752, 2287768, 1431452, 1699610, 2412276
9419776, 2107710, 1283970, 1690762, 2412522
9420800, 2225093, 1412191, 1700575, 2412974
9421824, 2165277, 1351399, 1700905, 2413335
9422848, 2225491, 1245940, 1610991, 2413483
9423872, 2225909, 1432739, 1749250, 2414109
9424896, 2165881, 1315444, 1612058, 2414142
9425920, 2166483, 1420709, 1701156, 2414299
9426944, 2109390, 1356220, 1611872, 2414686
9427968, 2166598, 1279446, 1656226, 2414772
9428992, 2227058, 1374079, 1693248, 2415691
9430016, 2167250, 1412780, 1702254, 2481112
9431040, 2227674, 1464817, 1702006, 2481157
9432064, 2167614, 1457939, 1751668, 2481260
9433088, 2228054, 1406772, 1702469, 2416217
9434112, 2277213, 1380255, 1701864, 2415972
9435136, 2168384, 1285658, 1612478, 2416670
9436160, 2228826, 1389602, 1751390, 2416543
9437184, 2168671, 1379747, 1612869, 2416915
9438208, 2229160, 1398080, 1751290, 2417196
9439232, 2169330, 1262816, 1614010, 2417267
9440256, 2112204, 1246428, 1657761, 2417749
9441280, 2229569, 1321230, 1658182, 2417923
9442304, 2199394, 1285527, 1647215, 2418033
9443328, 2730971, 2210417, 2969016, 2418438
9444352, 2113186, 1285430, 1685715, 2418769
9445376, 2214049, 1407668, 1704840, 2419109
9446400, 2170853, 1346607, 1704028, 2419310
9447424, 2231145, 1352025, 1615621, 2419363
9448448, 2231710, 1281691, 1659194, 2419748
9449472, 2114392, 1283250, 1616561, 2420094
9450496, 2231887, 1410518, 1659279, 2420280
9451520, 2114764, 1247463, 1659563, 2420717
9452544, 2287522, 1318820, 1706275, 2421317
9453568, 2115309, 1279834, 1660738, 2421643
9454592, 2172857, 1317889, 1661552, 2421660
9455616, 2233531, 1322835, 1659726, 2422166
9456640, 2116027, 1328921, 1718156, 2422196
9457664, 2233766, 1378831, 1707341, 2422577
9458688, 2116479, 1329702, 1661908, 2422698
9459712, 2234421, 1416818, 1707826, 2422911
9460736, 2206410, 1323403, 1707826, 2423310
9461760, 2117552, 1284535, 1661376, 2423606
9462784, 2235225, 1421373, 1662688, 2423875
9463808, 2117544, 1388149, 1661857, 2424123
9464832, 2235447, 1285125, 1757077, 2424153
9465856, 2181851, 1419861, 1709019, 2490278
9466880, 2175474, 1392513, 1708639, 2424759
9467904, 2176081, 1359472, 1708234, 2425149
9468928, 2176269, 1430726, 1694814, 2425336
9469952, 2236777, 1412678, 1708447, 2425702
9470976, 2176626, 1363660, 1663195, 2425883
9472000, 2237420, 1330569, 1618551, 2426060
9473024, 2177109, 1428816, 1709047, 2426444
9474048, 2119882, 1257279, 1667429, 2426917
9475072, 2237960, 1364923, 1710395, 2427159
9476096, 2177934, 1279831, 1620239, 2427349
9477120, 2178263, 1471075, 1710713, 2428011
9478144, 2178587, 1328130, 1758825, 2427792
9479168, 2153837, 1293647, 1709868, 2427910
9480192, 2239076, 1408603, 1711405, 2428233
9481216, 2121434, 1323898, 1664824, 2428703
9482240, 2248871, 1344301, 1711396, 2429019
9483264, 2304405, 1552606, 1712700, 2429232
9484288, 2122324, 1284363, 1621064, 2429279
9485312, 2240501, 1392913, 1712054, 2429578
9486336, 2180633, 1344762, 1665997, 2429929
9487360, 2241385, 1366546, 1760964, 2495688
9488384, 2241252, 1388687, 1760668, 2430571
9489408, 2123324, 1282187, 1666949, 2430474
9490432, 2241453, 1365106, 1712444, 2430471
9491456, 2124119, 1355021, 1622090, 2430876
9492480, 2305992, 1364521, 1761886, 2496555
9493504, 2242430, 1392531, 1713748, 2431656
9494528, 2132592, 1343988, 1666526, 2431813
9495552, 2243110, 1330577, 1713906, 2432017
9496576, 2182601, 1332977, 1623881, 2432262
9497600, 2243573, 1440113, 1698307, 2432331
9498624, 2243397, 1324809, 1623683, 2432475
9499648, 2243774, 1398679, 1702427, 2433167
9500672, 2183096, 1441787, 1713715, 2433534
9501696, 2244108, 1411778, 1763013, 2433519
9502720, 2244541, 1428432, 1715878, 2433634
9503744, 2184163, 1358637, 1714484, 2434365
9504768, 2244739, 1357082, 1714675, 2434477
9505792, 2184668, 1423781, 1625297, 2434743
9506816, 2245465, 1359017, 1714957, 2434947
9507840, 2185088, 1318269, 1716017, 2435077
9508864, 2127690, 1262118, 1667816, 2435488
9509888, 2242582, 1395925, 1764510, 2435748
9510912, 2185571, 1338061, 1669899, 2436035
9511936, 2246405, 1369326, 1715804, 2436186
9512960, 2128728, 1353286, 1677835, 2436209
9513984, 2186593, 1464049, 1717686, 2436626
9515008, 2255613, 1406747, 1716691, 2437040
9516032, 2186799, 1371735, 1706733, 2437439
9517056, 2247928, 1431765, 1716672, 2437723
9518080, 2129946, 1339973, 1627580, 2437593
9519104, 2248191, 1390805, 1765860, 2437848
9520128, 2187753, 1349431, 1717149, 2437966
9521152, 2248735, 1436287, 1717853, 2438595
9522176, 2248809, 1370135, 1671809, 2438918
9523200, 2188376, 1395514, 1664643, 2438927
9524224, 2249536, 1379096, 1700892, 2439074
9525248, 2131617, 1471547, 1629431, 2439542
9526272, 2189062, 1380744, 1671987, 2439881
9527296, 2131986, 1389193, 1672863, 2440186
9528320, 2250482, 1325142, 1672960, 2440171
9529344, 2289022, 1531161, 1672126, 2440754
9530368, 2190047, 1536395, 1673592, 2440688
9531392, 2251109, 1413553, 1673380, 2441123
9532416, 2168772, 1437974, 1629809, 2441549
9533440, 2251684, 1330015, 1720267, 2441860
9534464, 2133571, 1466931, 1629880, 2441850
9535488, 2251826, 1405699, 1770572, 2442282
9536512, 2317603, 1486525, 1722678, 2442862
9537536, 2134145, 1473772, 1630714, 2442717
9538560, 2252914, 1539206, 1721173, 2443128
9539584, 2199800, 1459515, 1631252, 2443429
9540608, 2309271, 1549544, 1722072, 2443178
9541632, 2192749, 1419836, 1674504, 2443509
9542656, 2253931, 1360031, 1702893, 2444053
9543680, 2254778, 1456170, 1675710, 2444452
9544704, 2135658, 1464869, 1632801, 2444425
9545728, 2254861, 1552863, 1767498, 2445008
9546752, 2193979, 1301254, 1632642, 2445174
9547776, 2194451, 1403508, 1723423, 2445493
9548800, 2136944, 1400884, 1633493, 2445641
9549824, 2195140, 1331916, 1678279, 2445957
9550848, 2244451, 1471069, 1723893, 2446433
9551872, 2137276, 1462372, 1730731, 2446785
9552896, 2256515, 1431669, 1679648, 2446992
9553920, 2137938, 1315745, 1677412, 2447414
9554944, 2257072, 1386670, 1724582, 2447169
9555968, 2256926, 1464989, 1677729, 2447722
9556992, 2138689, 1326302, 1633088, 2447539
9558016, 2258539, 2199129, 1714848, 2448139
9559040, 2232372, 1324764, 1724820, 2448668
9560064, 2191401, 1366571, 1635317, 2448780
9561088, 2263049, 1402126, 1726650, 2448979
9562112, 2139777, 1375958, 1634643, 2449268
9563136, 2258941, 1347714, 1726062, 2449576
9564160, 2140075, 1383492, 1725268, 2449552
9565184, 2140675, 1365933, 1679340, 2449588
9566208, 2259526, 1393570, 1736686, 2450265
9567232, 2140661, 1358967, 1679799, 2450519
9568256, 2259915, 1476623, 1727219, 2450995
9569280, 2141397, 1330436, 1637378, 2450904
9570304, 2304696, 1440975, 1726829, 2451364
9571328, 2260935, 1558588, 1727172, 2451453
9572352, 2200259, 1338367, 1682655, 2451533
9573376, 2299453, 1537918, 1728205, 2452139
9574400, 2142476, 1346219, 1636925, 2452358
9575424, 2326220, 1583309, 1728631, 2452485
9576448, 2142899, 1421454, 1776405, 2452736
9577472, 2143156, 1297059, 1729373, 2452556
9578496, 2262261, 1341192, 1727491, 2453112
9579520, 2143484, 1401161, 1637159, 2453319
9580544, 2262758, 1517562, 1729397, 2453800
9581568, 2144093, 1411052, 1637331, 2453958
9582592, 2144211, 1346539, 1679727, 2453736
9583616, 2263442, 1416749, 1728455, 2454271
9584640, 2199132, 1312140, 1637626, 2454738
9585664, 2202801, 1412150, 1731385, 2454971
9586688, 2329901, 1523768, 1731435, 2455282
9587712, 2264604, 1488363, 1730931, 2455690
9588736, 2257677, 1422542, 1683719, 2455950
9589760, 2264959, 1373591, 1684397, 2456157
9590784, 2265729, 1454517, 1730875, 2456589
9591808, 2204309, 1525064, 1640811, 2456595
9592832, 2307438, 1518095, 1684254, 2456908
9593856, 2146858, 1427935, 1731200, 2457552
9594880, 2330928, 1453154, 1684858, 2457615
9595904, 2266632, 1485933, 1685772, 2457668
9596928, 2210073, 1397842, 1641139, 2458117
9597952, 2266817, 1452322, 1732575, 2458327
9598976, 2232259, 1305407, 1641056, 2458421
9600000, 2295189, 1524001, 1732164, 2458531
9601024, 2148427, 1381872, 1684599, 2459132
9602048, 2182248, 1534038, 1684774, 2459096
9603072, 2268026, 1478845, 1781609, 2459273
9604096, 2149382, 1445846, 1686222, 2459809
9605120, 2333119, 1372908, 1733014, 2460080
9606144, 2149554, 1472649, 1685617, 2460323
9607168, 2269120, 1452933, 1688564, 2459992
9608192, 2269475, 1388585, 1734414, 2460873
9609216, 2150211, 1404847, 1643099, 2460955
9610240, 2208592, 1483273, 1734009, 2461402
9611264, 2270412, 1484038, 1687784, 2461523
9612288, 2209090, 1492077, 1734998, 2461742
9613312, 2151097, 1377478, 1687624, 2462073
9614336, 2209347, 1417274, 1643527, 2462345
9615360, 2209477, 1369594, 1687974, 2462611
9616384, 2271188, 1386061, 1643820, 2462694
9617408, 2271379, 1361759, 1735017, 2463285
9618432, 2152082, 1327029, 1643673, 2463347
9619456, 2271889, 1426710, 1736207, 2463404
9620480, 2272359, 1399687, 1718935, 2464249
9621504, 2219674, 1330080, 1645079, 2464367
9622528, 2272758, 1372042, 1736636, 2464276
9623552, 2153400, 1348608, 1691502, 2464569
9624576, 2273333, 1384656, 1736411, 2464725
9625600, 2212095, 1407455, 1690392, 2465130
9626624, 2153859, 1384950, 1689987, 2465355
9627648, 2274220, 1385262, 1690272, 2465627
9628672, 2212771, 1369032, 1646511, 2465931
9629696, 2212989, 1339340, 1734888, 2466337
9630720, 2155083, 1396288, 1647123, 2466818
9631744, 2213614, 1454313, 1737691, 2466913
9632768, 2275345, 1455540, 1738253, 2466916
9633792, 2215325, 1380228, 1691571, 2467339
9634816, 2276047, 1418795, 1739353, 2467664
9635840, 2156215, 1422397, 1692027, 2467747
9636864, 2214681, 1409198, 1691867, 2468250
9637888, 2215116, 1419546, 1738117, 2468258
9638912, 2214859, 1376165, 1685419, 2468628
9639936, 2276699, 1375411, 1739212, 2468838
9640960, 2215135, 1327415, 1648143, 2469030
9641984, 2215881, 1408148, 1740275, 2468852
9643008, 2216259, 1378252, 1739956, 2469568
9644032, 2158521, 1366994, 1739910, 2469932
9645056, 2278053, 1427299, 1740145, 2470194
9646080, 2262681, 1331252, 1693360, 2470369
9647104, 2217087, 1421138, 1740176, 2470789
9648128, 2253321, 1426658, 1741412, 2471460
9649152, 2217840, 1352452, 1648876, 2471561
9650176, 2217718, 1390434, 1740778, 2471794
9651200, 2217855, 1368692, 1649754, 2471972
9652224, 2279981, 1488235, 1741913, 2538860
9653248, 2279901, 1588517, 1695570, 2539386
9654272, 2280859, 1458965, 1747758, 2539332
9655296, 2346063, 1495223, 1792622, 2540066
9656320, 2219115, 1497275, 1695990, 2540278
9657344, 2345948, 1584586, 1792940, 2540395
9658368, 2347152, 1462007, 1741820, 2473876
9659392, 2245750, 1542445, 1695760, 2473988
9660416, 2281860, 1551908, 1743050, 2474440
9661440, 2220402, 1397370, 1743678, 2474458
9662464, 2220511, 1387303, 1744104, 2474792
9663488, 2220795, 1413611, 1745019, 2475141
9664512, 2221518, 1527144, 1697612, 2542345
9665536, 2348427, 1480048, 1794816, 2475759
9666560, 2283329, 1279801, 1653370, 2476235
9667584, 2749030, 1359091, 1745022, 2476137
9668608, 2284172, 1390924, 1796382, 2543384
9669632, 2283956, 1355042, 1796191, 2477003
9670656, 2191743, 1381588, 1653331, 2477101
9671680, 2284491, 1349185, 1700115, 2477243
9672704, 2268436, 1319067, 1654552, 2477749
9673728, 2223488, 1391611, 1745149, 2477550
9674752, 2285038, 1409489, 1699988, 2478189
9675776, 2165295, 1358714, 1654709, 2478015
9676800, 2285879, 1464312, 1746546, 2478293
9677824, 2286098, 1398192, 1699441, 2478760
9678848, 2224240, 1393577, 1700263, 2479218
9679872, 2286305, 1383540, 1747637, 2479375
9680896, 2225023, 1418631, 1700085, 2479733
9681920, 2286810, 1308444, 1655638, 2479756
9682944, 2352398, 1355555, 1797563, 2480235
9683968, 2253298, 1383198, 1699072, 2480460
9684992, 2167198, 1423966, 1700985, 2480563
9686016, 2226501, 1478643, 1747965, 2480862
9687040, 2283154, 1377260, 1701916, 2481122
9688064, 2248727, 1396216, 1748129, 2481447
9689088, 2168274, 1459858, 1748419, 2481811
9690112, 2168298, 1283089, 1656294, 2482080
9691136, 2227072, 1500059, 1748855, 2482251
9692160, 2227408, 1362261, 1656805, 2482568
9693184, 2169185, 1346519, 1729185, 2482645
9694208, 2289851, 1426291, 1800120, 2483088
